TF	interaction	target_gene	regulation
NCOA3	aa	SLC2A1	Activation
NCOA3	aa	WBP11	Activation
NCOA4	aa	KLK2	Activation
NCOA4	aa	SLC25A1	Activation
NCOA6	aa	ABCA1	Activation
NCOA6	aa	ABCB11	Activation
NCOA6	aa	ABCG1	Activation
NCOA6	aa	CDKN1A	Activation
NCOA6	aa	CYP2C9	Activation
NCOA6	ii	CYP7A1	Inhibition
NCOA6	aa	GREB1	Activation
NCOA6	aa	NR0B2	Activation
NCOA6	aa	RARB	Activation
NCOA6	aa	SLC10A1	Activation
NCOA6	aa	SMAD2	Activation
NCOA6	aa	SMAD3	Activation
NCOA6	aa	SOCS1	Activation
NCOR1	ii	ABCA1	Inhibition
NCOR1	ii	ABCC4	Inhibition
NCOR1	ii	ACADM	Inhibition
NCOR1	ii	ADRB2	Inhibition
NCOR1	ii	AKAP1	Inhibition
NCOR1	ii	ARNTL	Inhibition
NCOR1	ii	ATR	Inhibition
NCOR1	ii	B2M	Inhibition
NCOR1	ii	BAX	Inhibition
NCOR1	ii	BCL3	Inhibition
NCOR1	ii	BCL6	Inhibition
NCOR1	ii	BST2	Inhibition
NCOR1	ii	CBX1	Inhibition
NCOR1	ii	CBX4	Inhibition
NCOR1	ii	CBX8	Inhibition
NCOR1	ii	CCL13	Inhibition
NCOR1	ii	CCL2	Inhibition
NCOR1	ii	CCL4	Inhibition
NCOR1	ii	CCL7	Inhibition
NCOR1	ii	CCNC	Inhibition
NCOR1	ii	CCND1	Inhibition
NCOR1	ii	CD82	Inhibition
NCOR1	ii	CDKN1A	Inhibition
NCOR1	ii	CDKN1B	Inhibition
NCOR1	ii	CDKN2C	Inhibition
NCOR1	ii	CDKN2D	Inhibition
NCOR1	ii	CEBPA	Inhibition
NCOR1	ii	CGA	Inhibition
NCOR1	ii	CLCF1	Inhibition
NCOR1	ii	CLOCK	Inhibition
NCOR1	ii	CPT1A	Inhibition
NCOR1	ii	CPT1B	Inhibition
NCOR1	ii	CRP	Inhibition
NCOR1	ii	CSF1	Inhibition
NCOR1	ii	CTSD	Inhibition
NCOR1	ii	CXCL10	Inhibition
NCOR1	ii	CXCL2	Inhibition
NCOR1	ii	CXCL3	Inhibition
NCOR1	ii	CXCL8	Inhibition
NCOR1	ii	CYP17A1	Inhibition
NCOR1	ii	CYP19A1	Inhibition
NCOR1	ii	CYP24A1	Inhibition
NCOR1	ii	CYP26A1	Inhibition
NCOR1	ii	CYP4A11	Inhibition
NCOR1	ii	CYP7A1	Inhibition
NCOR1	ii	CYR61	Inhibition
NCOR1	ii	DIO1	Inhibition
NCOR1	ii	DNMT1	Inhibition
NCOR1	ii	DTX2	Inhibition
NCOR1	ii	EFNA5	Inhibition
NCOR1	ii	EHMT1	Inhibition
NCOR1	ii	ENC1	Inhibition
NCOR1	ii	ERBB2	Inhibition
NCOR1	ii	FABP4	Inhibition
NCOR1	ii	FASN	Inhibition
NCOR1	ii	FGF21	Inhibition
NCOR1	ii	FKBP5	Inhibition
NCOR1	ii	FLT3	Inhibition
NCOR1	ii	FOXA2	Inhibition
NCOR1	ii	G6PC	Inhibition
NCOR1	ii	GAST	Inhibition
NCOR1	ii	GFAP	Inhibition
NCOR1	ii	GH1	Inhibition
NCOR1	ii	GK	Inhibition
NCOR1	ii	GLIS2	Inhibition
NCOR1	ii	HAS2	Inhibition
NCOR1	ii	HDAC6	Inhibition
NCOR1	ii	HDAC7	Inhibition
NCOR1	ii	HES1	Inhibition
NCOR1	ii	HEY1	Inhibition
NCOR1	ii	HLTF	Inhibition
NCOR1	ii	HMG20A	Inhibition
NCOR1	ii	HMG20B	Inhibition
NCOR1	ii	HMGCS2	Inhibition
NCOR1	ii	HOXC6	Inhibition
NCOR1	ii	HP	Inhibition
NCOR1	ii	HUS1	Inhibition
NCOR1	ii	ID4	Inhibition
NCOR1	ii	IGF1	Inhibition
NCOR1	ii	IL1A	Inhibition
NCOR1	ii	IL1B	Inhibition
NCOR1	ii	KDM3A	Inhibition
NCOR1	ii	KDM5C	Inhibition
NCOR1	ii	KDM6A	Inhibition
NCOR1	ii	KDR	Inhibition
NCOR1	ii	KLK3	Inhibition
NCOR1	ii	KRT14	Inhibition
NCOR1	ii	LPL	Inhibition
NCOR1	ii	MAFK	Inhibition
NCOR1	ii	MBD2	Inhibition
NCOR1	ii	MBD3	Inhibition
NCOR1	ii	MBD6	Inhibition
NCOR1	ii	MIR122	Inhibition
NCOR1	ii	MIR221	Inhibition
NCOR1	ii	MIR222	Inhibition
NCOR1	ii	MIR424	Inhibition
NCOR1	aa	MIR503	Activation
NCOR1	ii	MME	Inhibition
NCOR1	ii	MMP12	Inhibition
NCOR1	ii	MMP13	Inhibition
NCOR1	ii	MT2A	Inhibition
NCOR1	ii	MYC	Inhibition
NCOR1	ii	NEUROD4	Inhibition
NCOR1	ii	NKX31	Inhibition
NCOR1	ii	NOS2	Inhibition
NCOR1	ii	NPAS2	Inhibition
NCOR1	ii	NRARP	Inhibition
NCOR1	ii	NRBP2	Inhibition
NCOR1	ii	NRF1	Inhibition
NCOR1	ii	OLR1	Inhibition
NCOR1	ii	PLA2G2A	Inhibition
NCOR1	ii	PMEPA1	Inhibition
NCOR1	ii	POU3F2	Inhibition
NCOR1	ii	PPARG	Inhibition
NCOR1	ii	PPARGC1A	Inhibition
NCOR1	ii	PROS1	Inhibition
NCOR1	ii	PSME3	Inhibition
NCOR1	ii	PTGS2	Inhibition
NCOR1	ii	RARB	Inhibition
NCOR1	ii	RGS4	Inhibition
NCOR1	ii	SAA1	Inhibition
NCOR1	ii	SERPINF1	Inhibition
NCOR1	ii	SGK1	Inhibition
NCOR1	ii	SMARCA1	Inhibition
NCOR1	ii	SMARCA2	Inhibition
NCOR1	ii	SMARCAD1	Inhibition
NCOR1	ii	SMARCAL1	Inhibition
NCOR1	ii	SMARCB1	Inhibition
NCOR1	ii	SMARCD2	Inhibition
NCOR1	ii	SMC1A	Inhibition
NCOR1	ii	SMC4	Inhibition
NCOR1	ii	SMC6	Inhibition
NCOR1	ii	SNAI2	Inhibition
NCOR1	ii	SOCS3	Inhibition
NCOR1	ii	SOX11	Inhibition
NCOR1	ii	SOX2	Inhibition
NCOR1	ii	SOX8	Inhibition
NCOR1	ii	SPHK1	Inhibition
NCOR1	ii	SREBP1 precursor	Inhibition
NCOR1	ii	TFF1	Inhibition
NCOR1	ii	THRSP	Inhibition
NCOR1	ii	TNF	Inhibition
NCOR1	ii	TNFAIP3	Inhibition
NCOR1	ii	TNFAIP8	Inhibition
NCOR1	ii	TNFRSF19	Inhibition
NCOR1	ii	TSHB	Inhibition
NCOR1	ii	TSLP	Inhibition
NCOR1	ii	UCP1	Inhibition
NCOR1	ii	UCP2	Inhibition
NCOR1	ii	ULK3	Inhibition
NCOR1	ii	USP18	Inhibition
NCOR1	ii	ZIC2	Inhibition
NCOR2	ii	ADRB2	Inhibition
NCOR2	ii	ANGPTL4	Inhibition
NCOR2	ii	BCL2	Inhibition
NCOR2	ii	BCL2L1	Inhibition
NCOR2	ii	BGLAP	Inhibition
NCOR2	ii	BTG2	Inhibition
NCOR2	ii	CCL13	Inhibition
NCOR2	ii	CCL7	Inhibition
NCOR2	ii	CCNB1	Inhibition
NCOR2	ii	CD69	Inhibition
NCOR2	ii	CDC6	Inhibition
NCOR2	aa	CDKN1A	Activation
NCOR2	ii	CGA	Inhibition
NCOR2	aa	COPS8	Activation
NCOR2	ii	CPT1A	Inhibition
NCOR2	ii	CPT1B	Inhibition
NCOR2	ii	CSF1	Inhibition
NCOR2	ii	CSF1R	Inhibition
NCOR2	ii	CST5	Inhibition
NCOR2	ii	CTSD	Inhibition
NCOR2	ii	CYP19A1	Inhibition
NCOR2	ii	CYP24A1	Inhibition
NCOR2	ii	CYP26A1	Inhibition
NCOR2	ii	CYP7A1	Inhibition
NCOR2	ii	DIO1	Inhibition
NCOR2	ii	DKK4	Inhibition
NCOR2	ii	DLL1	Inhibition
NCOR2	ii	FABP4	Inhibition
NCOR2	ii	FASN	Inhibition
NCOR2	ii	FBLN2	Inhibition
NCOR2	ii	FGFR3	Inhibition
NCOR2	ii	FOS	Inhibition
NCOR2	ii	FSHB	Inhibition
NCOR2	ii	GBA2	Inhibition
NCOR2	ii	GH1	Inhibition
NCOR2	ii	GK	Inhibition
NCOR2	ii	GRB14	Inhibition
NCOR2	ii	HES1	Inhibition
NCOR2	ii	HES5	Inhibition
NCOR2	ii	HEY1	Inhibition
NCOR2	ii	HSD11B2	Inhibition
NCOR2	ii	ID2	Inhibition
NCOR2	ii	IER3	Inhibition
NCOR2	ii	IGF1	Inhibition
NCOR2	ii	IL10	Inhibition
NCOR2	ii	IL12B	Inhibition
NCOR2	ii	IL19	Inhibition
NCOR2	ii	IL1A	Inhibition
NCOR2	ii	IL1B	Inhibition
NCOR2	ii	IL6	Inhibition
NCOR2	ii	JAG2	Inhibition
NCOR2	ii	JAK2	Inhibition
NCOR2	ii	JUND	Inhibition
NCOR2	ii	KDM3B	Inhibition
NCOR2	ii	KDM6B	Inhibition
NCOR2	ii	KDR	Inhibition
NCOR2	ii	KLF2	Inhibition
NCOR2	ii	KLK3	Inhibition
NCOR2	ii	KRT14	Inhibition
NCOR2	ii	MIR122	Inhibition
NCOR2	ii	MIR221	Inhibition
NCOR2	ii	MIR222	Inhibition
NCOR2	ii	MMP12	Inhibition
NCOR2	ii	MT2A	Inhibition
NCOR2	ii	MYC	Inhibition
NCOR2	aa	NDN	Activation
NCOR2	ii	PCK2	Inhibition
NCOR2	ii	PEA15	Inhibition
NCOR2	ii	PGR	Inhibition
NCOR2	ii	PKLR	Inhibition
NCOR2	ii	PLA2G2A	Inhibition
NCOR2	ii	PRDM1	Inhibition
NCOR2	ii	PRKCB	Inhibition
NCOR2	ii	PROS1	Inhibition
NCOR2	ii	RARB	Inhibition
NCOR2	ii	RDH11	Inhibition
NCOR2	ii	RORC	Inhibition
NCOR2	ii	SERPINE1	Inhibition
NCOR2	ii	SERTAD1	Inhibition
NCOR2	ii	SLC25A1	Inhibition
NCOR2	ii	STAR	Inhibition
NCOR2	ii	TLR4	Inhibition
NCOR2	ii	TNFRSF19	Inhibition
NCOR2	ii	TSLP	Inhibition
NCOR2	ii	UCP2	Inhibition
NCOR2	ii	USF1	Inhibition
NCOR2	ii	USP21	Inhibition
NeuroD/E47	aa	ABCC8	Activation
NeuroD/E47	aa	AGR2	Activation
NeuroD/E47	aa	AIPL1	Activation
NeuroD/E47	aa	ANKRD33	Activation
NeuroD/E47	aa	CDKN1A	Activation
NeuroD/E47	aa	CLDN23	Activation
NeuroD/E47	aa	GCG	Activation
NeuroD/E47	aa	INS	Activation
NeuroD/E47	aa	INSM1	Activation
NeuroD/E47	aa	NTRK2	Activation
NeuroD/E47	aa	OPN1LW	Activation
NeuroD/E47	aa	S100A9	Activation
NEUROD1	ii	A2M	Inhibition
NEUROD1	aa	ABCC8	Activation
NEUROD1	aa	AK1	Activation
NEUROD1	aa	CBFA2T2	Activation
NEUROD1	aa	EBF2	Activation
NEUROD1	aa	EBF3	Activation
NEUROD1	aa	EGR1	Activation
NEUROD1	aa	EGR2	Activation
NEUROD1	aa	ELAVL4	Activation
NEUROD1	aa	FFAR1	Activation
NEUROD1	aa	FOS	Activation
NEUROD1	aa	GCK	Activation
NEUROD1	aa	GJD2	Activation
NEUROD1	aa	GNRHR	Activation
NEUROD1	aa	IAPP	Activation
NEUROD1	aa	IGFBP2	Activation
NEUROD1	aa	INS	Activation
NEUROD1	aa	INSM2	Activation
NEUROD1	aa	MAFA	Activation
NEUROD1	aa	MAP2	Activation
NEUROD1	aa	MGAT5B	Activation
NEUROD1	aa	NEUROD1	Activation
NEUROD1	aa	NEUROD2	Activation
NEUROD1	aa	NEUROD4	Activation
NEUROD1	aa	NKX22	Activation
NEUROD1	aa	NNAT	Activation
NEUROD1	aa	PAX4	Activation
NEUROD1	aa	PAX6	Activation
NEUROD1	aa	PCSK2	Activation
NEUROD1	aa	PER3	Activation
NEUROD1	aa	PLCD1	Activation
NEUROD1	aa	POMC	Activation
NEUROD1	ii	PRLR	Inhibition
NEUROD1	aa	RND2	Activation
NEUROD1	aa	S100A8	Activation
NEUROD1	aa	SCG5	Activation
NEUROD1	aa	SCT	Activation
NEUROD1	ii	SLIT2	Inhibition
NEUROD1	aa	ST18	Activation
NEUROD1	ii	TAL2	Inhibition
NEUROD1	aa	THRB	Activation
NEUROD1	aa	ZBTB18	Activation
NEUROD2	aa	P14ARF	Activation
NEUROD2	aa	DPYSL3	Activation
NEUROD2	aa	GAP43	Activation
NEUROD2	aa	RND2	Activation
NEUROD6	aa	BCL2L2	Activation
NEUROD6	aa	GAP43	Activation
NEUROD6	aa	LPPR4	Activation
NEUROG1	aa	NEUROD2	Activation
NEUROG1	aa	PROK2	Activation
NEUROG2	aa	CBFA2T2	Activation
NEUROG2	aa	DLL1	Activation
NEUROG2	aa	EBF2	Activation
NEUROG2	aa	EBF3	Activation
NEUROG2	aa	ELAVL4	Activation
NEUROG2	aa	HES5	Activation
NEUROG2	aa	MFNG	Activation
NEUROG2	aa	NEUROD1	Activation
NEUROG2	aa	NEUROD4	Activation
NEUROG2	aa	NHLH1	Activation
NEUROG2	aa	RND2	Activation
NEUROG2	aa	ZBTB18	Activation
NEUROG3	aa	ATOH8	Activation
NEUROG3	aa	INSM1	Activation
NEUROG3	aa	INSM2	Activation
NEUROG3	aa	NEUROD1	Activation
NEUROG3	aa	NKX22	Activation
NEUROG3	ii	OVOL1	Inhibition
NEUROG3	aa	PAX4	Activation
NEUROG3	aa	PLXNB3	Activation
NF-AT	aa	AMD1	Activation
NF-AT	aa	CCL2	Activation
NF-AT	aa	CCL5	Activation
NF-AT	aa	CCR2	Activation
NF-AT	aa	CSF1	Activation
NF-AT	aa	FASLG	Activation
NF-AT	aa	IL13	Activation
NF-AT	aa	IL13RA2	Activation
NF-AT	aa	IL4	Activation
NF-AT	aa	IL5	Activation
NF-AT	aa	JAK3	Activation
NF-AT	aa	PTGS2	Activation
NF-AT	aa	RCAN1	Activation
NF-AT	aa	RUNX1	Activation
NF-AT	aa	TLR10	Activation
NF-AT	aa	TNF	Activation
NFAT5	aa	ACAN	Activation
NFAT5	aa	ACTA2	Activation
NFAT5	aa	AKR1A1	Activation
NFAT5	aa	AKR1B1	Activation
NFAT5	aa	AQP1	Activation
NFAT5	aa	AQP2	Activation
NFAT5	aa	CCL13	Activation
NFAT5	aa	CD24	Activation
NFAT5	aa	CYP2E1	Activation
NFAT5	aa	CYP3A5	Activation
NFAT5	aa	CYR61	Activation
NFAT5	aa	HSPA1B	Activation
NFAT5	aa	HSPA4L	Activation
NFAT5	aa	IL6	Activation
NFAT5	aa	LCN2	Activation
NFAT5	aa	NFKBIA	Activation
NFAT5	aa	PTGS2	Activation
NFAT5	aa	S100A4	Activation
NFAT5	aa	SLC38A2	Activation
NFAT5	aa	SLC5A3	Activation
NFAT5	aa	SLC6A6	Activation
NFAT5	aa	TERT	Activation
NFAT5	aa	TNF	Activation
NFAT5	aa	VEGFC	Activation
NFAT5	aa	VWF	Activation
NFATC1	aa	ACHE	Activation
NFATC1	aa	ACP5	Activation
NFATC1	aa	ADAMTS9	Activation
NFATC1	aa	APOBEC3G	Activation
NFATC1	aa	AQP2	Activation
NFATC1	ii	ATF3	Inhibition
NFATC1	aa	ATP2B1	Activation
NFATC1	aa	ATP2B4	Activation
NFATC1	aa	ATP6V0D2	Activation
NFATC1	aa	BCL2	Activation
NFATC1	ii	BGLAP	Inhibition
NFATC1	aa	BMP7	Activation
NFATC1	aa	CALCR	Activation
NFATC1	aa	CCNA1	Activation
NFATC1	aa	CCND1	Activation
NFATC1	aa	CD3G	Activation
NFATC1	aa	CD40LG	Activation
NFATC1	aa	CDKN1A	Activation
NFATC1	aa	CFLAR	Activation
NFATC1	aa	CLCN7	Activation
NFATC1	ii	COL15A1	Inhibition
NFATC1	aa	CSF2	Activation
NFATC1	aa	CTSK	Activation
NFATC1	aa	CX3CR1	Activation
NFATC1	aa	CYP2E1	Activation
NFATC1	aa	DCST1	Activation
NFATC1	aa	DCSTAMP	Activation
NFATC1	aa	DEGS1	Activation
NFATC1	aa	DTX1	Activation
NFATC1	aa	EDN1	Activation
NFATC1	aa	EGR3	Activation
NFATC1	aa	ESR	Activation
NFATC1	aa	F2R	Activation
NFATC1	aa	F2RL2	Activation
NFATC1	aa	FASLG	Activation
NFATC1	aa	FOLH1	Activation
NFATC1	aa	FOXP3	Activation
NFATC1	aa	ICAM1	Activation
NFATC1	aa	IL12B	Activation
NFATC1	aa	IL13	Activation
NFATC1	aa	IL17A	Activation
NFATC1	aa	IL2	Activation
NFATC1	aa	IL2RA	Activation
NFATC1	aa	IL31	Activation
NFATC1	aa	IL4	Activation
NFATC1	aa	IL5	Activation
NFATC1	aa	IRS2	Activation
NFATC1	aa	ITGB3	Activation
NFATC1	aa	LAT	Activation
NFATC1	aa	LTBP3	Activation
NFATC1	ii	MIR125A	Inhibition
NFATC1	aa	MMP14	Activation
NFATC1	aa	MMP9	Activation
NFATC1	aa	MYC	Activation
NFATC1	aa	MYF5	Activation
NFATC1	aa	MYH7	Activation
NFATC1	aa	MYH8	Activation
NFATC1	aa	MYOF	Activation
NFATC1	aa	NFATC1	Activation
NFATC1	aa	NOS3	Activation
NFATC1	aa	OSCAR	Activation
NFATC1	aa	PDCD1	Activation
NFATC1	aa	POU2AF1	Activation
NFATC1	aa	PTGS2	Activation
NFATC1	ii	RAG1	Inhibition
NFATC1	ii	RAG2	Inhibition
NFATC1	ii	RBPJ	Inhibition
NFATC1	aa	RCAN1	Activation
NFATC1	aa	REL	Activation
NFATC1	aa	SKP2	Activation
NFATC1	aa	SRC	Activation
NFATC1	aa	TBX21	Activation
NFATC1	aa	TLR10	Activation
NFATC1	aa	TNF	Activation
NFATC1	aa	TNFSF13B	Activation
NFATC1	aa	VCAM1	Activation
NFATC2	aa	ACP5	Activation
NFATC2	aa	APOBEC3G	Activation
NFATC2	aa	AQP2	Activation
NFATC2	aa	BACE1	Activation
NFATC2	aa	BCL2A1	Activation
NFATC2	aa	CCL3	Activation
NFATC2	ii	CCNA2	Inhibition
NFATC2	aa	CCR9	Activation
NFATC2	aa	CD3G	Activation
NFATC2	aa	CD40LG	Activation
NFATC2	aa	CD9	Activation
NFATC2	ii	CDK4	Inhibition
NFATC2	aa	CDKN1A	Activation
NFATC2	ii	CDKN2B	Inhibition
NFATC2	aa	CFLAR	Activation
NFATC2	aa	CRYAB	Activation
NFATC2	aa	CSF2	Activation
NFATC2	aa	CTLA4	Activation
NFATC2	ii	CX3CR1	Inhibition
NFATC2	aa	DTX1	Activation
NFATC2	aa	EGR2	Activation
NFATC2	aa	EGR3	Activation
NFATC2	aa	FASLG	Activation
NFATC2	aa	FLT1	Activation
NFATC2	aa	FN1	Activation
NFATC2	aa	FOXP3	Activation
NFATC2	aa	GATA3	Activation
NFATC2	aa	GPC6	Activation
NFATC2	aa	HAND2	Activation
NFATC2	aa	ICOS	Activation
NFATC2	aa	IFNG	Activation
NFATC2	aa	IL10	Activation
NFATC2	aa	IL12B	Activation
NFATC2	ii	IL12RB2	Inhibition
NFATC2	aa	IL13	Activation
NFATC2	aa	IL17A	Activation
NFATC2	aa	IL2	Activation
NFATC2	aa	IL21	Activation
NFATC2	aa	IL2RA	Activation
NFATC2	aa	IL3	Activation
NFATC2	aa	IL31	Activation
NFATC2	aa	IL4	Activation
NFATC2	aa	IL5	Activation
NFATC2	aa	IL9	Activation
NFATC2	aa	INS	Activation
NFATC2	aa	ITGAE	Activation
NFATC2	aa	LCN2	Activation
NFATC2	aa	MDM2	Activation
NFATC2	aa	MYC	Activation
NFATC2	aa	MYH3	Activation
NFATC2	aa	MYH8	Activation
NFATC2	aa	NFATC1	Activation
NFATC2	aa	NOX4	Activation
NFATC2	aa	PDZD2	Activation
NFATC2	aa	PLA2G2A	Activation
NFATC2	aa	PLD1	Activation
NFATC2	aa	PPARG	Activation
NFATC2	aa	GCG	Activation
NFATC2	aa	PTGS2	Activation
NFATC2	aa	RCAN1	Activation
NFATC2	aa	REL	Activation
NFATC2	aa	RETN	Activation
NFATC2	aa	RNF128	Activation
NFATC2	aa	RRAS2	Activation
NFATC2	aa	S100A3	Activation
NFATC2	ii	SPP1	Inhibition
NFATC2	aa	TAOK3	Activation
NFATC2	aa	TERT	Activation
NFATC2	aa	TGFB1	Activation
NFATC2	aa	TLR10	Activation
NFATC2	aa	TNF	Activation
NFATC2	aa	TNFRSF18	Activation
NFATC2	aa	TNFSF13B	Activation
NFATC2	ii	VAMP1	Inhibition
NFATC2	aa	ZSCAN4	Activation
NFATC3	aa	ABCA3	Activation
NFATC3	aa	ACP5	Activation
NFATC3	aa	ACTA2	Activation
NFATC3	aa	BACE1	Activation
NFATC3	aa	BMP2	Activation
NFATC3	aa	CXCR5	Activation
NFATC3	aa	DDIT4	Activation
NFATC3	aa	EDN1	Activation
NFATC3	aa	EGR3	Activation
NFATC3	aa	FOXA1	Activation
NFATC3	aa	FOXA2	Activation
NFATC3	aa	GUCY1A3	Activation
NFATC3	aa	IL2	Activation
NFATC3	ii	IL4	Inhibition
NFATC3	ii	IL5	Inhibition
NFATC3	aa	KCND2	Activation
NFATC3	aa	KCNMA1	Activation
NFATC3	aa	MIR199B	Activation
NFATC3	aa	MIR23A	Activation
NFATC3	ii	MIR26A1	Inhibition
NFATC3	ii	MIR26A2	Inhibition
NFATC3	ii	MIR26B	Inhibition
NFATC3	aa	MYH8	Activation
NFATC3	aa	MYOCD	Activation
NFATC3	aa	MYOF	Activation
NFATC3	aa	MYOG	Activation
NFATC3	aa	PTGS2	Activation
NFATC3	aa	SFTPB	Activation
NFATC3	aa	SFTPC	Activation
NFATC3	aa	SFTPD	Activation
NFATC3	aa	SRC	Activation
NFATC3	aa	TNFSF11	Activation
NFATC3	aa	TNNI1	Activation
NFATC4	aa	ACE2	Activation
NFATC4	aa	ACP5	Activation
NFATC4	ii	ADIPOQ	Inhibition
NFATC4	aa	ADSSL1	Activation
NFATC4	aa	CGA	Activation
NFATC4	aa	COL1A1	Activation
NFATC4	aa	EGR2	Activation
NFATC4	ii	GABRA6	Inhibition
NFATC4	ii	GAP43	Inhibition
NFATC4	aa	IGF2	Activation
NFATC4	aa	IL2	Activation
NFATC4	aa	MIR140	Activation
NFATC4	ii	MYH6	Inhibition
NFATC4	aa	MYH7	Activation
NFATC4	aa	MYOZ1	Activation
NFATC4	aa	MYOZ2	Activation
NFATC4	aa	NFATC4	Activation
NFATC4	aa	NFIL3	Activation
NFATC4	aa	NKX2-5	Activation
NFATC4	aa	NPPB	Activation
NFATC4	ii	NPTX1	Inhibition
NFATC4	aa	NR4A1	Activation
NFATC4	aa	POU4F3	Activation
NFATC4	aa	PPARG	Activation
NFATC4	aa	PPP3CB	Activation
NFATC4	aa	PTGS2	Activation
NFATC4	aa	RCAN1	Activation
NFATC4	aa	SFTPD	Activation
NFATC4	aa	SOX9	Activation
NFATC4	ii	TESC	Inhibition
NFATC4	aa	TNF	Activation
NFATC4	aa	TNNI3	Activation
NFATC4	aa	TNNT2	Activation
NFATC4	ii	VAMP2	Inhibition
NFATC4	aa	VEGFA	Activation
NFATC4	ii	WNT7A	Inhibition
NFE2	aa	ABCC6	Activation
NFE2	aa	AHSP	Activation
NFE2	aa	CXCL8	Activation
NFE2	aa	HBA2	Activation
NFE2	aa	HBB	Activation
NFE2	aa	HBG1	Activation
NFE2	aa	HMBS	Activation
NFE2	aa	MIR199B	Activation
NFE2	aa	MOGS	Activation
NFE2	aa	MYL9	Activation
NFE2	aa	NQO1	Activation
NFE2	aa	RAB27B	Activation
NFE2	aa	SELP	Activation
NFE2	aa	SPTA1	Activation
NFE2	aa	TBXA2R	Activation
NFE2	aa	THAS	Activation
NFE2L1	aa	GCLC	Activation
NFE2L1	aa	GCLM	Activation
NFE2L1	aa	HBG1	Activation
NFE2L1	aa	LPIN1	Activation
NFE2L1	ii	NOS2	Inhibition
NFE2L1	aa	NQO1	Activation
NFE2L1	aa	PPARGC1B	Activation
NFE2L1	aa	PSMA3	Activation
NFE2L1	aa	PSMB6	Activation
NFE2L1	aa	PSMC4	Activation
NFE2L2	aa	ABCB11	Activation
NFE2L2	aa	ABCB6	Activation
NFE2L2	aa	ABCC1	Activation
NFE2L2	aa	ABCC2	Activation
NFE2L2	aa	ABCC3	Activation
NFE2L2	aa	ABCC4	Activation
NFE2L2	aa	ABCG2	Activation
NFE2L2	aa	AHR	Activation
NFE2L2	aa	AKR1B1	Activation
NFE2L2	aa	AKR1C1	Activation
NFE2L2	aa	AKR1C2	Activation
NFE2L2	aa	ALS2	Activation
NFE2L2	aa	AMBP	Activation
NFE2L2	aa	AOX1	Activation
NFE2L2	aa	AR	Activation
NFE2L2	aa	ATF3	Activation
NFE2L2	aa	BACH1	Activation
NFE2L2	aa	BAD	Activation
NFE2L2	aa	BCL2	Activation
NFE2L2	aa	BCL2L11	Activation
NFE2L2	aa	BMPR1A	Activation
NFE2L2	aa	BRCA1	Activation
NFE2L2	aa	CALCOCO2	Activation
NFE2L2	aa	CBR3	Activation
NFE2L2	aa	CD36	Activation
NFE2L2	aa	CDKN1A	Activation
NFE2L2	aa	CDKN2B	Activation
NFE2L2	aa	CEBPB	Activation
NFE2L2	aa	CES1	Activation
NFE2L2	ii	CFTR	Inhibition
NFE2L2	aa	CLDN4	Activation
NFE2L2	aa	COX4I1	Activation
NFE2L2	aa	COX5A	Activation
NFE2L2	aa	COX5B	Activation
NFE2L2	aa	COX6A1	Activation
NFE2L2	aa	COX6B1	Activation
NFE2L2	aa	COX6C	Activation
NFE2L2	aa	COX7B	Activation
NFE2L2	aa	COX7C	Activation
NFE2L2	aa	COX8A	Activation
NFE2L2	aa	CRBN	Activation
NFE2L2	aa	CUL3	Activation
NFE2L2	aa	CXCL8	Activation
NFE2L2	aa	CYB5R3	Activation
NFE2L2	aa	CYP2A13	Activation
NFE2L2	aa	CYP2A6	Activation
NFE2L2	aa	CYP2J2	Activation
NFE2L2	aa	EPHX1	Activation
NFE2L2	aa	FABP4	Activation
NFE2L2	aa	FECH	Activation
NFE2L2	aa	FMR1	Activation
NFE2L2	aa	FOS	Activation
NFE2L2	aa	FTH1	Activation
NFE2L2	aa	FTL	Activation
NFE2L2	aa	FTMT	Activation
NFE2L2	aa	GCLC	Activation
NFE2L2	aa	GCLM	Activation
NFE2L2	aa	GLO1	Activation
NFE2L2	aa	GNAI2	Activation
NFE2L2	aa	GPX2	Activation
NFE2L2	aa	GSS	Activation
NFE2L2	aa	GSTA1	Activation
NFE2L2	aa	GSTA2	Activation
NFE2L2	aa	GSTA3	Activation
NFE2L2	aa	GSTA4	Activation
NFE2L2	aa	GSTA5	Activation
NFE2L2	aa	GSTM3	Activation
NFE2L2	aa	GSTP1	Activation
NFE2L2	aa	HBG1	Activation
NFE2L2	aa	HMBS	Activation
NFE2L2	aa	HMOX1	Activation
NFE2L2	aa	IGF1	Activation
NFE2L2	aa	IL6	Activation
NFE2L2	aa	ITGB2	Activation
NFE2L2	aa	JAG1	Activation
NFE2L2	aa	KEAP1	Activation
NFE2L2	aa	KLF9	Activation
NFE2L2	aa	LUCAT1	Activation
NFE2L2	aa	MAFG	Activation
NFE2L2	aa	MARCO	Activation
NFE2L2	aa	MDM2	Activation
NFE2L2	aa	ME1	Activation
NFE2L2	aa	MIR125B1	Activation
NFE2L2	aa	MIR125B2	Activation
NFE2L2	aa	MOGS	Activation
NFE2L2	ii	MST1R	Inhibition
NFE2L2	aa	NFE2L2	Activation
NFE2L2	aa	NQO1	Activation
NFE2L2	aa	NQO2	Activation
NFE2L2	aa	OSGIN1	Activation
NFE2L2	aa	PDGFC	Activation
